Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,"75,33960907","76,73019664","77,79018498","79,17263437","83,83686483","88,85002941","93,15494679","96,08647474","99,4743651","102,2801777","109,4304663","112,7366743","119,8399971","134,935511","147,8557225","144,2805376","151,9561866","170,4041437","178,3024806","192,3571173","203,6853944","212,657518","215,2509855","232,6834744","214,2288604","243,8973826","245,9772288","254,1213294","253,2482625","256,3864753","262,1089711","277,5659104","207,4064009","168,5204014","127,6859235","136,5236191","147,3274589","143,3695315","126,4650958","120,7346315","122,2692026","118,4572043","109,5938136","116,8004911","133,1698125","158,2434581","189,3457375","237,146256","316,4104751","368,5747123","330,6194128","343,0249424","452,1010319","484,0398331","549,9865771","621,8456738","696,1958847","745,6324492","747,9681436","828,7089723","905,3131758","910,9478403","1011,073286","1272,016282"
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,"277,4315355","280,2733667","285,473073","291,3835738","305,5322031","311,2410729","309,574409","325,9865454","327,3574165","349,813973","413,9372165","457,8445999","575,2174821","761,6840674","984,3135239","1188,184242","1186,166485","1203,57268","1354,811441","1626,66019","1873,31098","1879,363151","1773,143925","1628,049012","1666,865725","1576,720691","1745,241266","1569,46727","1463,047202","1543,296172","1728,940769","1774,992111","1951,255929","2070,047341","2297,180059","2466,743478","2648,327663","2573,723386","2010,496361","2327,957205","1995,720712","1944,997415","2136,567941","2655,580796","3097,190967","3377,69127","3455,105999","3762,746928","3899,922315","3164,132754","3449,144529","4139,602886","4341,403387","4572,443775","5293,356791","5097,531088","5363,790256","5826,848141","6085,419792","5950,828686","4844,42129","4696,171019","5405,030074","5888,736686"
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,"1191,855089","1341,499006","1426,667564","1538,457034","1725,604835","1902,038472","2031,523314","2055,753068","1927,293805","2201,124152","2465,864555","2716,432235","3177,928793","4173,544852","5298,080088","6256,102451","6740,291453","7069,735651","7629,495725","9333,076956","11224,938","10925,09572","10935,31106","10493,96266","10830,21852","11394,1921","14946,99262","18565,02644","22043,77016","23969,0528","28366,20428","25488,84505","22320,11247","17588,67817","20278,2911","26246,27432","25756,67771","24682,29083","25999,98617","26180,41286","24335,92251","24965,203","26989,38926","32920,08572","37768,13342","39049,87038","41214,01878","48473,02401","53769,47262","47478,34953","46506,2919","51060,32426","47551,67408","49691,01452","50073,77608","42560,34568","43451,25624","46085,01747","49654,2497","48358,18078","48828,68469","53099,13514","50438,4754","52925,68976"
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,"1302,531497","1394,535571","1547,620259","1717,703791","1884,137914","2015,37981","2165,072795","2321,469184","2512,620174","2723,567305","2825,129723","3128,386121","3806,887889","4913,527078","5267,3533","6606,701467","6794,617393","7464,907845","9166,59012","11062,57317","12565,16394","10955,9003","10359,89207","9862,284494","9311,894265","9657,019385","13430,48246","16175,70905","17549,64405","17547,26454","21586,46746","21500,77784","23615,01686","22238,82506","23359,89851","26791,8152","26757,63515","24169,40081","24869,40308","24576,31523","22340,59395","22331,79483","24144,5727","29479,52221","33644,92822","34696,37183","36431,56589","41486,19078","45464,81814","41728,08842","40694,82117","43929,78409","40863,58144","42669,17951","43148,04593","36702,43237","37024,21571","38687,16264","41418,17665","40408,28486","39169,8606","43725,09995","41082,81193","44690,93454"
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,"276,1361695","323,4592027","348,4168201","290,6758165","400,4029565","414,5542181","443,4015999","482,2230905","514,5739838","545,4102371","543,4331614","627,4156776","693,2948314","1140,041643","2384,186289","3258,234242","4441,094486","4048,146743","3359,572681","4154,58594","5718,467191","5026,476468","4583,899678","4181,571916","4272,882169","3898,463169","3864,674538","3624,376759","4118,60473","4373,884919","6050,71469","5345,09653","5385,688117","4105,987013","3828,211181","4414,875583","4942,6787","4508,753405","3699,995139","3751,35319","3982,906201","3835,757183","3966,480019","4710,748628","5465,791936","6547,87614","6847,009857","8003,542897","9688,645197","7290,575261","8356,74662","10219,11393","9296,965879","9197,701063","9201,362766","7047,126546","6677,070039","6921,733731","7624,277523","7441,178647","6605,803461","8181,409141","8409,207415","7802,836596"
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,"1162,122668","1315,907878","1430,520955","1502,154529","1637,455228","1774,19869","1870,805403","1885,615966","2025,081595","2281,275982","2771,283105","3203,828848","3823,940326","5065,245233","5659,737878","6259,207445","6659,165466","7711,10232","9516,782832","11322,35434","12182,78002","10246,47676","9950,05926","9900,485592","9347,290684","9464,116947","13511,152","16738,61328","17996,97835","17829,46095","22385,67783","23443,33508","26559,85439","25616,65088","27201,95936","31747,24494","30599,7891","27046,95655","27395,94406","26965,49228","23925,85599","23878,36415","25486,5942","30711,10225","34566,73591","35084,43635","36980,33499","42350,92172","46386,32959","42487,21371","42409,9357","47646,58204","44735,58823","47220,01021","48971,08247","41911,01099","42961,03569","45526,59996","48874,8595","47623,86561","47379,76519","52265,65416","49686,11546","54343,22651"
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,"174,8588565","181,8700108","188,4210163","205,0374224","224,9681544","260,5055952","263,3345894","211,2192965","196,6685718","225,772622","248,1598694","263,4087879","223,8028638","309,5095523","289,4258568","272,9767152","260,9982958","292,2897981","325,5984767","346,6534038","372,2520264","343,7991267","319,2069103","311,3834382","329,9988889","329,7146049","410,7116584","355,1537249","355,1218449","349,9649419","382,5424637","418,2541213","396,4264076","359,8008441","320,5039034","371,537243","389,2712679","377,8419355","400,3667995","403,0373261","253,7469362","263,5421565","297,4616447","358,3992714","406,1321053","478,6119092","906,4410276","1050,124615","1182,657613","1047,704301","1263,892518","1507,435732","1543,775242","2294,025645","1953,645136","1721,699644","1913,186733","2012,970258","2196,612906","2186,189241","2196,547893","2445,500818","2240,279451","2260,287413"
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,"513,0858624","582,5635036","608,4755155","685,559282","772,8055008","886,7736111","983,5575492","1053,258886","1138,38219","1305,64396","1473,603948","1629,345279","1873,254128","2468,003955","2789,405774","3109,37944","3343,388194","3832,3211","4629,339377","5626,588791","5811,690696","5305,437294","5501,637001","4950,060265","4785,07463","4746,760358","5577,832587","6473,577832","7492,352048","7737,543858","9466,662385","10046,66639","11021,01222","10257,30858","10937,02238","12779,08149","13432,52622","13015,9175","13022,96488","12742,54044","11638,20107","12156,95728","13782,19564","18020,61204","21449,25528","22054,13158","24416,0233","28440,76253","31695,83311","29425,45732","26653,0488","25504,78665","21624,34605","21573,34498","21474,72571","17980,72982","17919,24264","18631,99301","19873,40152","19335,3602","17886,73317","20654,7002","20971,83493","23400,72788"
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,"256,8131153","257,2021506","265,2106518","284,3975043","284,1979703","282,9776417","287,2778487","291,9341809","314,6668761","326,3027334","352,7908088","358,3735604","369,7627574","440,5628717","528,57311","594,8866087","697,0646097","856,1254953","925,1800265","1025,982235","1141,805498","1216,496397","1203,965407","1219,735454","1241,042426","1238,475452","896,0632635","853,9037725","919,0707731","958,4274712","847,6885618","1014,402797","1096,45977","1165,674427","1292,672028","1421,061778","1481,059868","1638,462819","1741,201142","1603,647761","1648,96579","1537,686636","1669,335175","1722,547019","1840,911849","2046,466117","2225,123475","2458,815739","2763,059882","2611,646328","2805,259602","3168,983706","3286,619593","3444,159718","3689,144725","3893,505218","4060,137556","4324,996079","4352,946518","4511,997552","4477,617618","4913,947129","5358,089638","5762,821746"
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,"299,0746458","319,0177548","327,3925792","288,8203904","313,2611619","335,7359369","352,589675","377,732622","339,7864411","361,1876162","381,0987541","395,7696636","395,4742646","420,5336786","587,968877","663,7997227","604,1052678","592,9975984","663,2085861","688,8276528","778,9588141","734,5674589","620,5646366","630,6727792","565,3344356","587,8183952","657,0140002","464,0525663","544,7152092","503,1090191","528,8510953","466,039939","498,1566366","603,0843167","715,6115252","819,6685416","927,5238472","982,8047538","939,6854882","908,7906314","931,7966517","931,5747238","950,8669325","973,7425981","1033,310309","1084,065414","3135,605535","3608,286852","4008,962867","4209,132306","4581,761797","4947,221706","5444,397519","5556,912312","5472,688205","5640,415606","5870,878238","6178,665044","6048,386972","6405,824434","6775,709391","9860,872334","17913,49101","20765,35036"
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,"70,80244544","68,9905651","70,44646171","72,39834935","78,45201585","83,63325142","85,74937381","84,21726767","82,40577176","86,12698034","71,45439906","76,81161507","77,27651826","95,13418026","113,0392606","133,6317921","169,0918881","178,6969127","180,3212539","196,2019686","246,4692716","258,4680431","252,6072506","272,823695","299,2471862","324,5751561","366,9973443","317,6355207","397,3653363","407,4987081","451,7202497","496,5459874","316,2765131","258,0663723","292,1342244","372,0061047","377,229465","425,1110859","465,3633063","509,5785853","820,6000468","748,8211598","720,969568","578,9952911","683,1852982","775,8457041","828,8057003","984,5669834","1094,660584","1196,852871","1209,727335","1312,039536","1361,393966","1457,832212","1460,188986","1411,126847","1318,402682","1395,239452","1496,38049","1352,172042","1290,325387","1835,443941","1760,626357","1705,779055"
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,"162,7741191","167,9204919","177,6987293","182,7270792","197,8479169","213,9740875","224,7674569","237,4686737","249,435319","250,1602074","262,8407523","257,8832547","274,8045","303,0091041","333,7273327","351,9942478","409,1721185","491,2237194","883,5472213","980,4427676","1064,656791","1052,610244","1077,746065","1097,720986","1170,354143","1220,842744","1276,23238","1352,554724","1253,849211","1121,959244","988,4592738","907,2711146","937,828918","908,4460133","832,0629724","931,6695473","883,3112498","944,9301024","1021,158188","1002,19633","1092,564007","1132,164875","1132,499653","1156,081627","1215,139954","1304,700392","1425,847801","1577,737892","1732,490627","1781,157036","1893,327227","2073,661211","2126,034747","2081,128435","2179,88172","2271,20266","2307,344684","2413,007656","2464,642415","2502,327443","2307,614943","2735,147515","3003,289968","3231,657245"
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,"424,0565542","436,7544115","487,8211341","565,7278104","629,5915258","676,8055071","685,9266141","723,2392256","714,4829696","825,5234491","960,0319615","1106,469717","1384,734265","1893,181242","2144,614959","2252,126941","2850,01461","3429,420276","3923,971378","4569,48385","5700,432109","5991,284888","6133,7669","5595,260553","6208,226159","6542,973528","7434,999255","9071,390765","10609,74564","12097,74879","13485,63145","15465,92453","17976,46886","20395,56219","22502,53024","23497,39208","24818,30216","27330,09336","25808,86099","25091,6666","25756,77287","25230,37809","24665,83623","23977,17341","24928,10037","26649,63772","28224,09516","30593,95117","31515,52921","30697,53839","32550,13649","35142,48793","36730,7962","38403,77771","40315,37395","42432,16197","43734,19807","46160,42979","48537,56689","48359,0012","46109,22999","49770,56424","48826,05277","50531,73854"
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,"1436,258854","1439,449724","1585,721438","1859,248362","2332,473658","2764,473565","3264,047427","3172,648771","2389,883505","2069,858964","2576,353444","3252,099178","4014,84273","5437,342525","7040,554044","6454,177152","7583,275298","9957,254434","11236,73574","12640,64081","14821,81509","15137,25384","13711,73627","11671,80923","11959,54001","12361,18704","16406,04795","22453,18823","24451,97332","22434,34677","25384,91502","26802,98952","27124,27454","23579,79536","24018,6314","26633,59138","27614,87703","27919,1855","31030,0536","32381,62524","32096,37226","28897,44394","32409,21615","39476,69785","47334,93065","56794,85016","57492,93425","69495,72674","56943,37045","41301,27322","43237,07295","47714,59223","45995,54788","49804,983","54576,74481","52951,68151","61987,92636","72010,14903","74452,18907","68452,23622","59023,56635","69325,90783","75314,08556","79636,95486"
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,"84,93280848","87,85386135","92,19995836","103,4350213","117,8564308","121,508319","91,02769505","97,99514812","101,5568025","109,4776644","114,35532","120,6805955","125,270706","146,5684926","166,6996618","161,086694","164,1199996","189,5855686","209,3890636","227,9581799","271,080946","274,9643308","278,6503826","295,9997733","281,0498678","300,9282586","314,8971164","344,9410283","358,4845396","349,915155","371,0859362","305,5740559","319,1824726","302,8848062","347,7342147","375,1760054","401,0467547","416,2281162","413,6308641","441,9279914","442,7502189","450,3579005","469,149929","544,1431335","624,2588265","710,4880804","801,6683537","1021,887077","992,5195849","1094,949746","1347,519391","1445,461275","1429,321995","1432,843975","1553,883961","1583,998159","1707,508929","1950,104683","1966,254552","2041,428637","1907,042516","2239,613844","2352,613925","2480,792087"
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,"195,5775272","200,0815293","205,7868097","209,5593763","221,7317278","247,5266755","262,8776838","283,7337058","314,2854567","344,6016875","376,6068792","457,283638","554,7480341","850,5601771","1408,965719","1531,706171","1953,519697","2243,055595","2100,770153","2352,426552","2368,392857","2393,449856","2844,876114","3397,0614","3395,336976","3634,032096","4064,346673","2513,151116","2234,462351","2124,972148","2137,942227","2194,439068","1957,485078","1038,109857","1167,762725","1550,009596","1914,781213","1790,066176","1709,193341","1739,59462","1650,013858","1881,022666","1891,257561","2208,996366","2672,422665","3132,050819","3618,916014","4687,991663","5377,411507","5415,522806","6291,194437","8025,687434","8114,080998","6222,741948","5672,063729","4952,733555","5477,037124","5753,115447","4631,78709","3831,278948","2988,781224","4334,792686","4405,092915","4465,63767"
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,"218,9178025","232,3926122","240,6534425","235,5136238","269,423093","284,777571","298,2056668","290,6436645","318,8325526","319,8601432","337,0429126","383,550287","394,418343","475,5863357","1031,250813","1165,881639","1488,543352","1608,795451","1863,217612","2871,329522","3867,645007","2700,412048","2941,974813","2743,354492","3065,717827","3087,663942","2940,406232","3436,476313","3707,208418","3791,170276","10261,41577","22,95213276","30,25390126","53,74378423","198,1821019","619,1355309","485,2584928","936,3411709","900,9371426","1560,364667","1980,18916","1435,695684","1266,159613","817,8878625","1328,371576","1762,393604","2276,554357","3128,990103","4542,96609","3714,71206","4461,751962","5775,542291","6477,596185","6650,352822","6249,39227","4440,141893","4334,420964","4759,284644","5646,689321","5671,856863","4295,189451","4868,494311","6504,124284","5565,126446"
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,"706,5510223","761,8513596","821,3441131","878,1565765","994,6073316","1055,036247","1107,31823","1187,183212","1158,855498","1330,783295","1486,514527","1703,932183","2080,465147","2424,269047","2516,927686","2973,400123","2919,583087","3427,073436","4399,986805","5429,962001","6372,437775","5986,154109","6160,638614","5915,241772","5692,027386","6011,735546","8112,171363","9581,913086","10715,87062","11175,8166","14031,30257","14087,2078","15714,38475","14657,06155","15902,92968","19158,45648","20835,89737","22551,11391","24294,85477","26338,10775","26334,56721","28282,40988","32705,43456","41203,52958","47754,20232","50933,02161","54329,16186","61396,41746","61353,10656","52133,09092","48679,40268","52692,78131","49411,73875","52619,21237","57278,25909","64311,82347","64292,65997","72499,32687","81248,31354","82508,46599","87567,1149","105561,1375","106194,7559","103887,8004"
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,"1449,761409","1694,109029","1291,142075","1483,528691","1622,947138","1685,900107","1785,650635","1731,676264","1943,698373","2184,927494","2485,815741","2294,276139","2924,428585","3624,887247","5076,296515","4664,026201","4508,343262","5044,18443","4788,327925","5961,209697","6536,74795","6783,033361","7244,518938","7945,675005","7355,25317","6816,384878","8320,473489","9835,690041","11831,66803","11586,80233","13284,37946","14320,28319","15482,10057","15151,54463","16776,61249","18991,47117","20180,37705","20432,83764","20157,09663","19782,28697","21660,84038","20907,1143","19034,31757","19629,41451","20546,22917","21226,72139","22502,07222","25635,92684","30176,28651","28381,64494","31338,55689","34433,82261","33236,57312","36929,60422","38230,4954","36123,99079","37556,62729","40997,91102","42233,26103","44140,82894","44679,77158","52255,61591","54930,72616","52642,42675"
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,"836,9058503","923,0877838","1030,158003","1171,386963","1271,801193","1357,010616","1458,947139","1595,485781","1718,496464","1886,450027","2111,719864","2310,923761","2677,29373","3212,639496","3629,491823","4116,459649","4042,394825","4614,210049","5623,429176","7006,396991","8476,41045","7640,402413","7573,939676","7850,62789","7757,553748","8009,103476","11341,09399","14267,53682","15780,94951","16424,43016","20873,78341","22007,1351","23297,04603","18781,95294","19382,20022","20712,17987","23122,93372","21883,98727","22365,18376","22049,99906","20190,00356","20571,47877","22463,52221","27618,94177","31425,82087","32171,79337","33684,72004","38031,97095","41095,40634","37388,45371","36184,71187","38851,38813","35235,79891","35747,70795","35750,71975","30387,12932","31126,32469","32554,14668","34746,34414","33812,78872","32091,48666","36852,54254","35635,74422","39003,3161"
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,"423,6740982","447,0572737","458,3139978","480,3364997","514,4165113","549,4935604","612,2103637","633,2596806","591,0458172","642,1334211","747,9093992","808,8665061","970,8029064","971,8025132","1192,985694","1416,775468","1449,977882","1569,421271","1262,403272","1144,17563","1248,744847","1370,412779","1494,402083","1619,478456","1048,134054","916,8722928","1191,349768","1410,845987","1632,014817","1864,984976","1929,598919","1710,300582","1458,101469","2220,515183","2202,85831","2630,849354","2928,896926","3296,916348","3419,493529","3431,568135","3453,092528","3503,550267","3680,645517","3549,707584","3807,562931","4184,439749","4417,001271","4716,486125","5029,800953","4428,381533","4809,97738","5232,636449","5340,833332","5124,213014","4975,11327","5062,895565","5009,794501","5259,313341","5578,103461","5607,243007","4879,440246","5165,33781","6022,153411","6839,725039"
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,"508,7027793","608,8645811","684,5655098","775,5921231","902,8677215","993,7327222","1143,607897","1326,361039","1553,271394","1802,980281","2100,74807","2321,390925","3031,438606","4061,01339","4448,319656","4775,899536","5310,431409","6472,787787","9012,136035","9301,14831","9668,746264","10583,12789","9779,974906","10652,01472","11207,45235","11809,46035","17451,83494","21141,7184","25499,88117","25265,94876","25801,39504","29428,4289","31992,79021","36345,24413","39933,51506","44197,6191","39150,03963","35638,23196","32423,75561","36610,16832","39169,35957","34406,18246","32820,79364","35387,03742","38298,98017","37812,89502","35991,546","35779,02454","39876,30397","41308,99684","44968,15623","48760,07895","49145,28043","40898,6479","38475,39525","34960,63938","39375,47316","38834,05293","39751,1331","40415,95676","40040,76551","40058,53733","34017,27181","33766,52683"
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,"102,8244175","99,27169571","104,6004559","107,393656","111,3005448","106,8656013","119,8334764","121,9021421","128,6546469","133,3107931","141,039391","150,8529791","172,6420448","198,5780839","227,2334421","241,2244261","248,9351082","311,4862529","355,1419822","403,2420798","453,5589734","412,8837042","373,7948357","335,0371517","334,4028358","319,503611","363,7451178","386,63093","391,2387712","374,4891937","374,4589929","344,7226421","336,6813998","228,9980328","276,447872","340,0648422","440,5270789","466,7238146","487,8832399","433,7212357","414,6263651","410,7004525","402,9363856","442,8984573","463,6627813","523,4563124","699,8023706","840,2014395","915,5443547","1047,967832","1091,518731","1096,144998","1285,005362","1370,878852","1482,815663","1489,119598","1554,126103","1667,484472","1836,452755","1960,408089","1927,66459","2061,356221","2109,562885","1952,304579"
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,"158,2741359","93,83138319","106,1597028","146,3024926","123,6063745","108,7231124","133,4798344","161,1594433","198,4348844","243,4261377","279,3087463","301,1787367","324,1928112","406,8970935","563,3524758","617,4560619","834,134208","1055,880041","1405,822374","1783,622313","1715,4224","1883,45598","1992,516778","2198,939291","2413,276501","2482,399956","2834,89034","3554,606009","4748,640644","5817,065567","6609,997283","7636,948064","8126,662062","8884,919464","10385,39046","12564,72437","13402,9946","12398,49045","8281,719483","10672,44756","12257,02066","11561,20717","13165,08362","14672,80575","16496,13162","19402,50263","21743,47745","24086,41044","21350,42798","19143,85161","23079,26013","25097,59543","25459,1689","27179,51701","29252,93124","28737,43917","29280,44032","31600,73587","33447,15628","31902,4169","31721,29891","35125,5225","32394,68337","33121,37129"
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,"46,95178027","47,04646363","53,54212544","58,40769579","62,62076472","64,25549772","64,29516518","64,83932539","64,80925153","67,09503603","67,44019758","72,40764462","73,95661898","106,9912923","128,6666182","123,2313752","117,8250777","149,8604603","200,8454135","212,3709384","306,815566","299,8393268","233,9398924","252,0177481","210,9984954","165,3739219","191,3757582","236,4510326","270,3671201","279,0352525","329,5637852","382,2912477","443,6242972","439,3654107","455,5935862","513,4134488","479,6713946","501,9813889","464,6837455","455,6500544","442,7795458","412,6774737","388,9233499","583,2700362","766,6858209","861,3814964","925,4674855","861,1884209","898,4825179","878,8479505","1119,475578","1280,733909","1217,930712","1151,037358","1173,537793","1121,198513","992,4918407","1069,366732","1170,655697","1082,057068","918,5825774","1066,586451","1029,995533","916,2829793"
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,"167,1714982","157,5046865","160,280325","163,1312662","173,9264903","177,5624324","184,5836892","192,150747","198,6471048","214,7179116","220,2938481","227,0782014","238,6109797","244,3617279","299,4136607","345,6489356","347,4984567","381,0891049","394,4680783","434,6997645","443,0271717","426,0549398","422,4461425","390,7597267","390,407958","379,951476","364,2886692","409,2159401","424,3257193","312,2892554","172,8676101","177,8670066","107,8428014","74,42720286","61,49043131","62,14381406","71,40652487","122,6279937","134,6753934","156,5731669","298,4853406","300,4638286","299,5364455","239,7795567","284,140224","287,4873334","320,5580862","374,2113081","451,7138563","448,386367","492,252808","568,0878655","638,3687515","710,7445709","706,7144901","692,5900824","714,6130631","699,2690957","692,2031271","658,1641808","616,787867","667,9661051","744,6171752","771,8871421"
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,"269,0380731","285,3415809","382,0845057","527,8619395","764,8983894","1000,534741","1250,600188","1436,618033","1971,866325","2174,950457","2209,581176","2442,582808","2829,801452","3727,385499","6213,500275","5720,626911","7017,743407","7783,460091","7251,837542","9442,759333","11959,52227","10044,041","9063,698513","8927,364428","7811,069373","8087,363068","6018,913452","6464,73284","5736,28244","5792,579163","6502,278866","7039,83392","7302,689087","6477,870358","5933,291214","5205,257064","5591,020275","6061,81366","5301,083548","6894,518755","7214,100404","6312,800305","3718,294347","4674,099432","5773,763332","8079,249573","10048,84804","11144,94484","13906,14078","9551,054039","11600,90686","7593,839153","14975,89028","11951,71341","8926,420746","7458,489178","7525,802993","9965,832367","11196,58548","9963,194891","6650,338106","4935,827873","5986,636949","6172,812469"
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,"2261,177418","2241,360032","2331,556858","2461,901124","2779,184397","2803,853046","2925,222047","2934,528321","3202,505949","3690,171826","4298,033897","4435,398008","5486,720628","7447,213018","8966,728959","8701,304731","9490,690312","10486,33579","13034,38821","15204,33082","16531,1149","13837,12998","12590,9768","12374,03042","12126,9392","12481,96584","18149,86925","22443,43146","25219,35428","26618,06958","33465,47821","35747,3378","39570,86157","40066,72425","43933,23544","51032,34964","50444,35912","46641,64088","47445,38108","50872,44927","48659,59888","48440,14202","53005,73392","65689,32145","76544,91709","80988,13762","90788,80049","107475,3203","120422,1379","109419,747","110885,9914","119025,0572","112584,6763","120000,1407","123678,7021","105462,0126","106899,2935","110193,2138","116786,5117","112726,4397","116905,3704","133711,7944","125006,0218","128678,1899"
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,"131,6920183","133,2712329","137,3080073","137,4335635","141,5346691","143,245722","150,6900807","155,8606884","163,5884853","162,9047526","166,6455442","174,6295941","189,640262","226,8182557","255,3366381","294,9929058","273,5226782","286,896321","314,9832412","396,3987119","577,592701","512,91393","500,642607","476,1186713","385,408181","364,4691019","404,9592714","290,8315311","280,5283984","271,3061833","326,0992532","262,0244024","290,2120464","307,8876031","258,7238064","273,1496539","339,8772837","284,371844","284,1929231","267,360531","280,2829056","319,2832782","304,9417774","352,6200958","272,2007486","305,8120749","324,1468749","419,5480014","512,5798001","446,3152384","450,0093916","506,1636916","493,5111629","515,3015894","505,6849225","445,3200695","453,9707145","491,8668487","500,4571855","499,8188376","450,7716152","490,2062386","497,2425148","506,1593687"
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,"240,8474146","232,9437688","238,8363392","291,800007","302,9339523","326,4360074","338,5701215","335,4256306","342,4447634","368,3856555","379,6267643","407,196728","472,3635094","700,728626","847,8068026","810,5709997","940,4377341","1091,708371","1326,887698","1679,877794","1886,123393","1866,102468","1937,749227","2124,292291","2299,808708","2045,574718","1759,731857","1977,129087","2099,954677","2243,602196","2468,690803","2679,201011","3141,43322","3461,995042","3757,652929","4363,144583","4837,168973","4678,563901","3294,309784","3527,815814","4083,528745","3943,799439","4184,031638","4465,321946","4939,248519","5555,5818","6158,407855","7168,930319","8371,821561","7191,432872","8899,345055","10217,10686","10600,57442","10713,64076","11013,31073","9648,679794","9476,534098","9862,548066","10901,802","10920,19176","9957,526267","10903,11164","11748,09193","11379,0861"
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,"239,5354454","281,6830814","282,3423862","353,1135476","297,2843802","305,4769728","295,9550417","304,1639496","258,7340519","272,7132562","271,338747","299,6048018","373,9965702","467,4802185","762,9407587","754,8332815","787,098226","905,9496387","1102,347537","1292,20143","1187,351571","1180,840709","1101,159205","1103,091246","1041,832524","1068,673593","1441,714528","1839,791096","2073,592388","2103,488027","2539,928465","2705,266482","3013,237063","3013,833138","3240,386247","3648,016496","3951,944946","3695,736688","3641,621426","3745,696251","3981,983432","3908,556949","4073,060531","4858,265755","5460,608002","5354,029743","5695,975255","6574,663576","8030,052281","7318,12641","8000,376432","9197,042991","9291,236276","9764,644131","10366,35508","9507,871337","9965,725311","10841,68478","11643,4606","11403,25279","9011,042884","9068,973002","10239,79705","11613,04416"
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,"355,0751996","373,712217","388,4567024","419,5520663","480,7042144","505,8544195","544,9358542","575,7690375","615,9229121","659,7175069","699,0068455","747,912361","836,5696734","993,0428795","1256,102806","1491,970486","1465,498779","1314,620445","1604,409205","2049,264689","3054,621623","3829,144375","2620,957934","2169,852853","2506,307428","2601,708252","1756,935634","1888,263143","2278,812227","2725,055723","3154,469203","3708,842055","4220,566437","6048,348408","6202,365884","4183,878477","4674,367927","5567,355995","5832,69342","6499,97183","7524,027137","7952,764796","7983,033985","7434,074649","7849,667596","8671,758919","9512,635753","10134,33271","10523,76854","8423,569332","9728,800784","10664,4944","10744,13352","11216,80085","11391,37735","10021,23861","9097,923977","9649,278168","10084,79376","10369,55536","8841,27075","10314,05067","11385,40708","13790,02434"
